"USERID"	"ITEM_ID"	"ITEM_NUM"	"SCORE"	"RANK"	"TIMESTAMP"	"MODEL"	"PARAMETERS"	"REC_BATCH_ID"
1519	220528	48026	4.3808002469999998	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1522	220528	48026	3.945384502	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1529	220528	48026	4.8955645560000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1543	220528	48026	4.5318412779999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1544	220528	48026	3.3969807620000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1549	220528	48026	4.2722167969999996	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1551	220528	48026	4.022753239	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1553	220528	48026	4.6087560649999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1577	220528	48026	4.2432756420000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1634	220528	48026	5.2776436809999998	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1651	220528	48026	4.6523213390000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1703	220528	48026	4.8433971409999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1718	220528	48026	4.3746008869999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1765	220528	48026	3.956503868	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1795	220528	48026	4.0827178960000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1810	220528	48026	4.44920969	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1901	220528	48026	4.6424164770000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1907	220528	48026	4.7800145150000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1914	220528	48026	4.5606908800000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1917	220528	48026	5.1139540669999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1918	220528	48026	4.6988739969999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1920	220528	48026	4.394458771	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1706	220652	48080	5.3869786260000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1504	220862	48140	4.635814667	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1523	220862	48140	5.0065503119999999	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1680	220862	48140	4.5805597310000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1437	220988	48189	4.4433360100000003	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1465	220988	48189	5.3915081020000004	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1533	220988	48189	4.6482114790000004	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1759	220988	48189	6.1238598819999996	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1827	220988	48189	4.4813289640000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1834	220988	48189	6.3444743160000003	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1838	220988	48189	6.2823843960000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1898	220988	48189	6.2442784309999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1960	220988	48189	6.2025079730000003	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1437	220992	48191	4.4433360100000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1465	220992	48191	5.3915081020000004	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1759	220992	48191	6.1238598819999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1834	220992	48191	6.3444743160000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1838	220992	48191	6.2823843960000003	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1898	220992	48191	6.2442784309999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1520	221082	48227	4.553255558	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1443	221862	48448	5.3777298929999997	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1528	221862	48448	4.94138813	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1667	221862	48448	3.7741317749999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1668	221862	48448	4.0166168210000004	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1676	221862	48448	5.1588530539999997	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1690	221862	48448	5.2556982039999998	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1712	221862	48448	4.4474225040000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1771	221862	48448	4.5258903500000001	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1776	221862	48448	5.843858719	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1793	221862	48448	5.2861394879999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1884	221862	48448	5.2280507089999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1908	221862	48448	4.5429677960000001	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1913	221862	48448	5.4792175289999996	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1767	222151	48533	5.0780329699999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3269	222368	48595	6.4149093629999996	7		"user_knn"	"{""nnbrs"": 20}"	1
3271	222368	48595	6.0540714260000001	1		"user_knn"	"{""nnbrs"": 20}"	1
3272	222368	48595	7.5024585720000001	1		"user_knn"	"{""nnbrs"": 20}"	1
3273	222368	48595	7.1848258969999996	1		"user_knn"	"{""nnbrs"": 20}"	1
3274	222368	48595	7.2068996429999999	1		"user_knn"	"{""nnbrs"": 20}"	1
3275	222368	48595	7.4340314870000004	1		"user_knn"	"{""nnbrs"": 20}"	1
3280	222368	48595	7.1784486770000004	3		"user_knn"	"{""nnbrs"": 20}"	1
3281	222368	48595	7.4673194890000003	1		"user_knn"	"{""nnbrs"": 20}"	1
3286	222368	48595	6.8867158890000004	1		"user_knn"	"{""nnbrs"": 20}"	1
3287	222368	48595	6.9176740649999999	1		"user_knn"	"{""nnbrs"": 20}"	1
3288	222368	48595	7.5904607769999997	4		"user_knn"	"{""nnbrs"": 20}"	1
3292	222368	48595	7.0840067859999998	1		"user_knn"	"{""nnbrs"": 20}"	1
4997	222368	48595	6.9351568219999997	1		"user_knn"	"{""nnbrs"": 20}"	1
1508	222368	48595	4.3177976610000002	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1636	222368	48595	4.5200777050000003	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1670	222368	48595	5.0951704979999999	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1704	222368	48595	4.201126575	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1777	222368	48595	5.1599755289999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1793	222368	48595	5.2258973119999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1904	222368	48595	4.7476682659999998	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1906	222368	48595	4.7276039120000002	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1911	222368	48595	4.0189380650000004	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1921	222368	48595	4.7587184909999998	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1629	222545	48651	5.0313501360000004	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1689	222887	48773	4.690610886	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1710	222887	48773	4.8437356950000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1711	222887	48773	5.440758228	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1801	222887	48773	4.2683839800000003	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1845	222887	48773	4.65270853	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1510	223011	48803	4.1822438240000004	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1518	223011	48803	4.7991890909999997	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1544	223011	48803	3.3799493310000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1562	223011	48803	4.9381284709999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1649	223011	48803	4.6378169060000003	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1658	223011	48803	4.4107050900000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1703	223011	48803	4.8284945490000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1783	223011	48803	4.4798359870000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1795	223011	48803	4.096489429	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1809	223011	48803	5.0084409709999997	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1814	223011	48803	4.9318757059999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1823	223011	48803	4.0111541749999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1879	223011	48803	4.4180312160000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1893	223011	48803	4.3886833190000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1915	223011	48803	3.9113955499999999	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1919	223011	48803	4.4786286349999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1920	223011	48803	4.3968200680000002	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1961	223011	48803	4.5119514470000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1650	223041	48817	4.5690140719999999	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1442	223278	48899	3.5968284609999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1509	223278	48899	4.6356925960000002	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1683	223278	48899	4.3437542919999999	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1816	223278	48899	4.9362750049999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1546	223978	49113	3.7782065870000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1790	223978	49113	5.0206036569999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1527	224074	49143	5.4289345740000003	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1568	224074	49143	4.2107033730000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1768	224074	49143	4.89144516	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1782	224074	49143	5.555495262	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1882	224074	49143	4.8433074950000004	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1527	224326	49231	5.0784749979999999	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1845	224326	49231	4.6995844839999998	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1826	224577	49309	4.779893875	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1895	225191	49516	5.2887420650000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1473	225261	49548	5.5945348739999998	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3270	225425	49596	6.4571733470000003	6		"user_knn"	"{""nnbrs"": 20}"	1
3273	225425	49596	6.5501995089999996	10		"user_knn"	"{""nnbrs"": 20}"	1
3281	225425	49596	6.8326931000000002	10		"user_knn"	"{""nnbrs"": 20}"	1
3282	225425	49596	6.4009656909999997	8		"user_knn"	"{""nnbrs"": 20}"	1
3283	225425	49596	6.2201046939999998	7		"user_knn"	"{""nnbrs"": 20}"	1
3285	225425	49596	5.5886321069999996	8		"user_knn"	"{""nnbrs"": 20}"	1
3286	225425	49596	6.2520895000000003	10		"user_knn"	"{""nnbrs"": 20}"	1
3291	225425	49596	6.7963623999999996	8		"user_knn"	"{""nnbrs"": 20}"	1
1911	225425	49596	3.9673600200000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3269	225429	49598	6.6767826079999999	5		"user_knn"	"{""nnbrs"": 20}"	1
3273	225429	49598	7.0501995089999996	5		"user_knn"	"{""nnbrs"": 20}"	1
3278	225429	49598	7.8391523359999997	5		"user_knn"	"{""nnbrs"": 20}"	1
3280	225429	49598	7.0438222890000004	8		"user_knn"	"{""nnbrs"": 20}"	1
3283	225429	49598	6.7201046939999998	5		"user_knn"	"{""nnbrs"": 20}"	1
3291	225429	49598	7.2963623999999996	2		"user_knn"	"{""nnbrs"": 20}"	1
1428	225429	49598	4.2020006179999996	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1438	225429	49598	5.2930464739999996	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1440	225429	49598	4.8365926740000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1454	225429	49598	4.5115299220000002	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1458	225429	49598	4.8228597640000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1469	225429	49598	5.3812689779999996	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1471	225429	49598	4.9488577840000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1537	225429	49598	4.6820821759999998	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1566	225429	49598	4.1748485569999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1574	225429	49598	4.3008842469999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1576	225429	49598	4.6661190990000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1593	225429	49598	4.8556094170000001	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1636	225429	49598	4.4559411999999998	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1656	225429	49598	4.1048755650000004	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1662	225429	49598	4.6868748660000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1668	225429	49598	4.1070470810000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1669	225429	49598	5.0507740969999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1670	225429	49598	4.9778342249999996	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1673	225429	49598	4.2227988239999998	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1686	225429	49598	4.4976191520000004	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1707	225429	49598	4.193003654	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1755	225429	49598	5.217237473	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1769	225429	49598	4.9115705490000003	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1773	225429	49598	4.9123806950000004	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1776	225429	49598	5.7037415500000002	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1793	225429	49598	5.3084545140000001	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1796	225429	49598	5.0059332850000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1806	225429	49598	4.8484244350000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1821	225429	49598	5.0420699119999997	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1830	225429	49598	5.031898022	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1846	225429	49598	4.3539066310000001	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1889	225429	49598	5.216573715	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1896	225429	49598	3.9675960539999999	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1904	225429	49598	4.9291224480000002	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1906	225429	49598	4.610731125	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1909	225429	49598	4.5148949619999996	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1911	225429	49598	4.2495226859999997	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1922	225429	49598	3.9941186900000001	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3269	225435	49601	6.6767826079999999	6		"user_knn"	"{""nnbrs"": 20}"	1
3270	225435	49601	6.9571733470000003	1		"user_knn"	"{""nnbrs"": 20}"	1
3271	225435	49601	5.9194450380000001	6		"user_knn"	"{""nnbrs"": 20}"	1
3272	225435	49601	7.3678321840000001	6		"user_knn"	"{""nnbrs"": 20}"	1
3273	225435	49601	7.0501995089999996	6		"user_knn"	"{""nnbrs"": 20}"	1
3278	225435	49601	7.8391523359999997	6		"user_knn"	"{""nnbrs"": 20}"	1
3280	225435	49601	7.0438222890000004	7		"user_knn"	"{""nnbrs"": 20}"	1
3281	225435	49601	7.3326931000000002	5		"user_knn"	"{""nnbrs"": 20}"	1
3282	225435	49601	6.9009656909999997	5		"user_knn"	"{""nnbrs"": 20}"	1
3283	225435	49601	6.7201046939999998	6		"user_knn"	"{""nnbrs"": 20}"	1
3285	225435	49601	6.0886321069999996	4		"user_knn"	"{""nnbrs"": 20}"	1
3286	225435	49601	6.7520895000000003	5		"user_knn"	"{""nnbrs"": 20}"	1
3290	225435	49601	7.105857372	6		"user_knn"	"{""nnbrs"": 20}"	1
3291	225435	49601	7.2963623999999996	3		"user_knn"	"{""nnbrs"": 20}"	1
3292	225435	49601	6.9493803979999997	6		"user_knn"	"{""nnbrs"": 20}"	1
4999	225435	49601	7.487961769	8		"user_knn"	"{""nnbrs"": 20}"	1
1454	225435	49601	4.3985872270000002	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1593	225435	49601	4.7694873810000002	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1707	225435	49601	4.1374702450000003	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1776	225435	49601	5.6089596750000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1793	225435	49601	5.2006649969999996	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1796	225435	49601	4.8792300219999998	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1889	225435	49601	5.1611785890000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3270	225437	49602	6.4571733470000003	5		"user_knn"	"{""nnbrs"": 20}"	1
3278	225437	49602	7.3391523359999997	10		"user_knn"	"{""nnbrs"": 20}"	1
3282	225437	49602	6.4009656909999997	7		"user_knn"	"{""nnbrs"": 20}"	1
3283	225437	49602	6.2201046939999998	8		"user_knn"	"{""nnbrs"": 20}"	1
3285	225437	49602	5.5886321069999996	9		"user_knn"	"{""nnbrs"": 20}"	1
3286	225437	49602	6.2520895000000003	9		"user_knn"	"{""nnbrs"": 20}"	1
3291	225437	49602	6.7963623999999996	9		"user_knn"	"{""nnbrs"": 20}"	1
1902	225782	49746	6.6670789719999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1435	225994	49819	7.9466032980000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1518	225994	49819	4.8235788350000002	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1542	225994	49819	4.6943182950000004	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1548	225994	49819	5.3014407160000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1580	225994	49819	5.13236618	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1629	225994	49819	4.9570384030000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
3277	226196	49879	7.7005639080000003	1		"user_knn"	"{""nnbrs"": 20}"	1
3280	226196	49879	7.1784486770000004	2		"user_knn"	"{""nnbrs"": 20}"	1
3288	226196	49879	7.5904607769999997	1		"user_knn"	"{""nnbrs"": 20}"	1
3290	226196	49879	7.2404832839999997	1		"user_knn"	"{""nnbrs"": 20}"	1
3292	226196	49879	7.0840067859999998	2		"user_knn"	"{""nnbrs"": 20}"	1
4997	226196	49879	6.9351568219999997	2		"user_knn"	"{""nnbrs"": 20}"	1
4998	226196	49879	7.161829472	1		"user_knn"	"{""nnbrs"": 20}"	1
4999	226196	49879	7.6225872040000002	2		"user_knn"	"{""nnbrs"": 20}"	1
1435	226312	49930	8.2504005429999996	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1429	227066	50152	5.784212589	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1520	227066	50152	4.7531824110000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1555	227066	50152	4.7647552490000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1560	227066	50152	4.7817606929999998	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1571	227066	50152	5.062195301	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1573	227066	50152	5.0215172770000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1575	227066	50152	4.6830148700000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1646	227066	50152	5.2620992659999999	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1660	227066	50152	4.9337434770000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1663	227066	50152	4.1225714680000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1666	227066	50152	5.28580761	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1674	227066	50152	4.190794468	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1684	227066	50152	4.6082987790000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1685	227066	50152	4.641529083	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1688	227066	50152	4.838411808	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1689	227066	50152	4.5583257679999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1691	227066	50152	4.9217538830000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1713	227066	50152	5.4740152359999996	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1716	227066	50152	4.5772089960000004	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1770	227066	50152	5.0545997619999996	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1799	227066	50152	4.525971889	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1808	227066	50152	5.4749040600000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1812	227066	50152	4.9948077199999998	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
